
6457,4008
1279,1396
9132,4808
2288,381
9757,1639
8851,31
7339,1068
4758,2844
2513,4415
6985,4854
4992,3774
8002,3114
8170,3036
3789,4414
3196,4640
214,4673
4270,369
1134,2774
8613,1803
8464,2979
1738,4877
2392,4402
5543,4460
594,499
8713,1848
4552,889
8884,1401
5677,2881
4893,2406
2427,824
9187,972
2709,3765
9933,4056
4597,1247
4471,517
4094,2478
8473,4616
777,3348
9721,4701
2535,810
4531,4397
5650,4351
1824,1220
9985,325
2323,1187
3865,3538
4978,733
3200,90
4446,4727
2701,3719
5848,2999
1124,2191
4271,3527
1509,1149
4809,3467
7580,1559
8873,599
5041,3100
6717,2434
6892,4142
4678,4505
1645,4730
8195,2452
6725,2106
2236,3556
6603,108
2945,949
4246,703
9022,422
7082,3041
1885,2849
5095,4388
9866,3127
8715,294
5202,2871
9462,3874
760,2196
7385,4417
876,84
5212,2031
8838,2807
7497,3
1152,2019
5913,1270
1322,1427
3132,4986
7771,571
316,3509
493,2673
5663,1608
3701,10
640,4742
9085,3984
1499,2703
2675,2782
2565,2863
4315,1583
5856,2533
6359,382
8748,4230
7568,2514
4251,721
2106,3277
8045,2416
8046,4554
7214,4828
4029,2562
1145,4067
4828,4267
8790,978
268,2691
6095,929
359,1139
114,1506
9454,3105
3402,1641
3143,3325
1055,373
226,3655
1908,3287
4390,1632
1218,1486
8704,4823
2559,1393
5795,65
9910,573
7517,2372
995,3046
7700,3053
9468,4530
6518,386
2238,1898
1231,865
5750,2045
7367,4244
1002,2145
3958,3405
3133,2512
604,3144
3308,4619
10,3795
2363,3858
1938,3766
8330,2668
1522,1168
9004,1355
78,2760
7631,4790
7477,3613
8643,181
656,4826
7147,3948
9505,1713
4012,4483
2175,4919
2682,1334
8610,1269
1540,474
5080,501
7111,2456
4136,2613
6074,2580
469,2320
112,1035
4292,1458
2428,3274
6685,2268
6801,4725
6586,293
4729,4073
2392,1632
9252,976
6780,941
6566,2164
6227,3671
2336,2812
2481,1629
378,441
3672,2374
8529,3747
7919,4241
9988,746
9058,2894
9220,564
136,2654
9636,2014
240,2478
9788,3528
6436,4833
1028,960
3557,2925
568,2646
2008,2096
2299,4203
5126,3738
2921,3945
4493,1496
7729,2904
3664,3021
6096,2020
4420,2049
8883,3802
9505,3444
2238,4914
9049,3022
2947,776
7298,4250
1648,2206
6913,1166
6240,2381
9700,1498
6773,2147
434,4201
4645,4970
2388,4355
2852,3299
4944,768
6207,3374
7144,3806
2945,310
6056,3442
2036,4856
9667,4150
4010,3434
1644,1086
1826,4213
8902,1791
3532,3788
4798,2846
2671,4606
5393,3002
2424,4287
3082,463
4505,477
1790,2325
9197,4576
2912,2132
4882,296
2495,4921
7962,1086
2949,4535
8351,4565
6449,947
3072,3803
3653,473
4295,595
4664,859
2700,1664
310,1339
9568,4333
3875,3662
3713,354
3724,3164
1543,3939
5204,2070
3207,1246
1861,1153
5989,4899
999,1301
5808,828
8593,555
6993,953
7824,3524
914,4083
8926,935
1741,3734
9959,2782
7671,1590
596,2783
9468,3953
4824,4864
7475,1353
7234,2219
8894,4942
9975,1676
2035,4654
8450,28
8349,1996
3919,3287
2799,2479
2488,4611
164,2878
7146,229
9587,4262
6044,629
