
1,2011-10-15 11:15:55,10,385
2,2007-09-23 15:38:22,1,769
3,2000-02-13 15:43:50,5,342
4,2013-07-18 06:11:53,8,26
5,2003-03-21 21:07:07,7,525
6,2017-08-20 00:52:30,2,242
7,2007-05-28 16:02:30,9,537
8,2015-12-14 04:14:09,1,962
9,2002-01-16 07:25:32,3,291
10,2009-07-25 20:35:06,5,56
11,2011-01-11 07:10:35,1,789
12,2004-09-25 04:35:07,10,176
13,2002-12-16 16:07:56,10,156
14,2008-08-17 10:46:33,10,522
15,2000-02-15 14:41:34,5,524
16,2013-05-05 23:06:53,10,143
17,2004-06-04 12:31:29,7,370
18,2007-09-20 11:37:54,10,866
19,2003-02-03 07:56:41,2,877
20,2010-08-27 01:32:29,7,609
21,2018-04-13 11:36:21,1,493
22,2006-03-11 14:58:34,8,480
23,2013-08-01 21:57:16,1,392
24,2013-07-13 22:36:06,1,201
25,2017-02-04 17:01:09,9,989
26,2014-04-03 18:32:42,10,632
27,2012-09-01 06:27:54,7,781
28,2000-01-05 00:41:51,1,828
29,2003-07-19 03:14:30,2,987
30,2003-04-12 15:24:09,9,943
31,2015-10-04 04:59:10,5,977
32,2003-05-25 13:54:49,8,660
33,2012-11-14 02:47:38,7,93
34,2016-06-25 00:59:49,9,744
35,2003-07-09 16:15:19,5,290
36,2004-07-04 20:16:55,10,215
37,2001-03-17 16:52:43,7,975
38,2000-06-21 00:28:02,3,167
39,2013-02-12 07:09:47,5,616
40,2000-07-17 18:03:21,6,454
41,2015-11-08 08:05:55,2,319
42,2009-04-11 03:56:57,1,643
43,2004-03-15 10:59:56,4,574
44,2006-07-26 10:45:38,5,490
45,2003-09-03 15:13:40,8,19
46,2009-12-26 02:05:23,10,800
47,2003-02-27 20:58:58,3,129
48,2000-09-03 11:28:17,5,623
49,2008-09-02 11:04:27,1,211
50,2012-10-17 00:38:03,6,474
51,2008-06-06 16:17:40,10,206
52,2005-09-18 20:18:04,7,812
53,2010-12-21 08:54:42,4,77
54,2009-11-11 01:24:55,2,509
55,2011-07-04 01:13:19,9,586
56,2004-11-07 02:29:20,1,52
57,2004-06-20 11:37:38,7,431
58,2016-06-27 04:23:26,5,669
59,2008-04-10 11:58:13,9,547
60,2006-08-22 15:12:21,6,724
61,2002-10-15 10:11:27,1,249
62,2014-05-06 08:15:28,9,805
63,2002-11-23 10:01:05,6,876
64,2003-04-24 13:39:55,2,256
65,2016-01-17 09:19:05,6,962
66,2014-05-14 09:26:57,9,368
67,2010-09-10 20:52:43,7,866
68,2002-03-09 21:31:54,2,70
69,2012-10-01 08:04:42,2,87
70,2011-04-12 17:51:35,9,202
71,2012-08-16 13:55:09,4,436
72,2004-09-09 20:42:20,10,311
73,2014-09-27 00:52:28,3,81
74,2013-11-21 07:09:42,4,709
75,2015-07-03 02:20:30,4,314
76,2010-01-07 04:12:10,6,645
77,2006-08-12 03:25:49,4,567
78,2006-04-05 17:10:54,4,778
79,2012-06-25 16:08:46,4,279
80,2005-01-17 10:26:19,3,521
81,2004-10-17 09:42:25,9,880
82,2006-08-12 11:42:29,1,69
83,2013-11-10 16:41:25,4,616
84,2007-03-27 20:06:05,7,111
85,2009-09-10 11:32:15,5,183
86,2004-07-20 02:55:36,2,758
87,2015-06-13 05:02:05,1,728
88,2011-12-16 02:52:29,6,226
89,2008-02-11 13:00:30,9,443
90,2004-06-12 08:42:48,6,256
91,2009-11-28 00:36:24,1,867
92,2016-11-19 00:46:34,7,377
93,2006-07-18 11:27:02,8,908
94,2017-01-25 06:54:05,1,907
95,2018-05-08 22:23:28,1,946
96,2014-02-05 06:02:37,2,211
97,2006-08-20 04:42:50,1,160
98,2012-12-05 12:06:17,4,654
99,2016-09-04 02:08:13,6,640
100,2016-12-12 08:58:22,2,624
101,2004-07-21 00:04:56,9,119
102,2013-09-23 12:08:43,1,734
103,2013-09-28 09:20:50,9,908
104,2002-06-11 12:41:49,7,77
105,2006-09-19 04:37:19,7,931
106,2013-01-09 08:16:33,10,785
107,2008-01-19 12:17:54,1,145
108,2002-04-27 17:12:24,1,475
109,2011-06-22 21:57:51,8,107
110,2011-04-23 04:32:19,6,783
111,2013-02-28 04:23:37,6,496
112,2015-12-28 00:38:32,6,972
113,2012-12-19 14:55:17,1,732
114,2003-01-23 19:26:46,9,657
115,2007-02-02 17:37:10,8,189
116,2000-12-02 04:03:30,10,230
117,2014-09-13 14:30:05,4,748
118,2002-09-08 22:22:44,5,233
119,2016-06-25 00:01:16,5,691
120,2015-05-17 17:14:45,4,142
121,2006-07-13 12:42:33,10,773
122,2006-04-25 20:27:46,9,20
123,2005-10-23 08:53:35,7,601
124,2018-10-03 03:42:09,6,176
125,2005-03-07 20:55:10,10,948
126,2018-08-25 10:34:49,1,685
127,2001-02-15 22:19:51,5,603
128,2000-05-26 12:45:35,10,398
129,2003-01-28 16:38:08,10,551
130,2005-06-04 10:51:39,2,415
131,2004-05-19 08:22:34,6,867
132,2009-11-04 07:42:37,10,703
133,2006-10-14 08:22:07,8,386
134,2003-03-04 16:37:12,10,185
135,2004-11-10 21:55:30,9,109
136,2011-06-27 20:01:20,4,435
137,2008-08-10 21:57:46,9,594
138,2004-06-07 14:32:21,7,808
139,2014-11-05 05:22:57,3,548
140,2001-09-06 07:10:11,6,578
141,2014-12-26 14:43:17,9,589
142,2004-02-03 03:35:40,9,959
143,2004-01-11 15:36:32,10,702
144,2000-07-17 23:01:20,8,93
145,2014-12-11 17:31:44,4,234
146,2012-05-17 17:33:11,10,772
147,2015-11-18 13:38:52,5,860
148,2007-01-24 09:20:21,6,399
149,2009-10-02 02:43:04,9,520
150,2006-05-16 17:08:14,5,806
151,2017-01-07 15:40:17,8,732
152,2004-08-12 13:12:08,8,598
153,2005-12-16 17:11:11,9,870
154,2015-06-21 19:44:57,2,100
155,2007-04-07 20:56:50,4,321
156,2000-11-20 23:00:43,10,911
157,2008-03-18 04:20:20,8,435
158,2010-06-17 22:14:44,8,563
159,2004-05-10 14:15:11,7,796
160,2018-10-14 02:48:59,1,121
161,2014-09-28 01:49:05,10,50
162,2009-11-18 01:22:05,4,644
163,2002-08-24 16:13:58,9,32
164,2005-12-15 22:23:05,2,826
165,2001-02-07 17:45:10,5,383
166,2008-10-20 07:20:37,9,113
167,2010-06-19 14:23:01,6,123
168,2002-04-01 09:31:12,9,986
169,2014-09-12 02:57:19,1,150
170,2013-09-01 22:04:42,1,920
171,2015-08-01 22:06:34,6,809
172,2012-03-26 21:34:02,4,169
173,2002-04-26 19:50:32,10,952
174,2003-11-13 15:50:36,4,859
175,2001-07-15 01:22:34,4,430
176,2003-06-04 05:51:15,1,889
177,2005-07-17 07:35:50,9,170
178,2002-02-06 22:27:13,6,485
179,2018-04-03 10:29:27,1,122
180,2000-07-14 02:37:34,3,425
181,2007-10-07 02:49:29,2,563
182,2004-03-02 20:04:56,7,219
183,2010-11-27 09:32:12,8,406
184,2008-08-18 09:13:54,2,768
185,2000-01-04 18:44:57,8,782
186,2009-07-09 22:58:51,3,359
187,2016-12-11 19:15:19,5,212
188,2006-03-01 16:16:16,4,894
189,2001-05-28 06:20:17,10,149
190,2013-11-07 03:14:08,10,933
191,2017-11-10 03:25:55,10,824
192,2018-09-27 14:24:38,1,135
193,2000-05-13 20:36:33,1,538
194,2013-12-18 22:42:48,9,420
195,2011-04-12 03:46:15,2,240
196,2000-03-02 18:10:15,4,207
197,2001-11-24 07:22:52,3,213
198,2003-09-21 22:47:17,5,327
199,2010-01-02 23:13:46,5,966
200,2016-08-02 03:42:14,2,778
201,2013-04-23 16:07:41,9,982
202,2018-04-16 14:14:13,7,78
203,2018-08-12 06:38:53,10,919
204,2018-03-16 10:28:11,8,72
