
1,2016-04-23 12:50:00,8,920
2,2008-01-28 08:10:57,1,231
3,2004-06-09 03:50:06,2,519
4,2016-10-28 18:05:58,6,987
5,2003-04-18 11:32:32,4,573
6,2012-06-09 16:20:54,6,793
7,2009-05-04 08:51:49,10,444
8,2009-09-17 05:58:25,3,293
9,2011-07-21 01:27:54,5,395
10,2015-07-05 18:34:53,6,901
11,2003-03-19 17:29:01,6,377
12,2008-01-28 03:40:09,8,106
13,2012-02-06 20:29:19,7,853
14,2015-12-10 19:58:18,7,107
15,2009-12-05 06:11:36,6,552
16,2007-05-25 18:26:58,5,532
17,2013-05-05 05:57:05,2,885
18,2018-09-03 03:08:31,2,703
19,2006-12-23 17:20:36,9,528
20,2010-10-15 08:00:23,10,12
21,2013-02-22 11:35:47,1,144
22,2001-11-01 08:02:53,8,734
23,2016-05-03 16:45:34,2,665
24,2006-08-15 20:50:44,2,157
25,2004-08-18 07:53:58,7,391
26,2007-11-12 00:21:30,9,810
27,2017-02-15 06:03:36,2,946
28,2006-01-10 02:43:44,3,284
29,2008-08-22 15:25:54,2,917
30,2015-06-22 14:30:58,9,518
31,2012-05-23 20:53:39,7,694
32,2013-10-28 07:16:02,6,509
33,2010-07-17 01:12:38,4,459
34,2004-05-03 10:49:11,5,441
35,2005-03-07 11:20:06,10,626
36,2002-11-21 09:35:03,2,209
37,2009-10-14 10:40:02,8,373
38,2014-10-08 14:35:08,9,979
39,2003-11-22 00:28:00,6,127
40,2010-05-14 04:20:35,10,810
41,2000-11-07 14:03:39,10,290
42,2007-10-13 10:58:52,9,332
43,2016-11-25 15:21:21,4,674
44,2003-03-20 12:22:26,6,283
45,2015-05-15 13:44:46,5,434
46,2015-07-25 11:52:00,7,544
47,2015-09-11 09:07:09,10,750
48,2007-11-22 02:14:15,6,552
49,2016-09-01 23:14:23,3,927
50,2017-06-23 09:36:55,10,769
51,2011-06-11 21:05:00,10,380
52,2005-06-28 07:36:36,1,748
53,2001-12-07 07:23:18,8,992
54,2011-05-10 14:36:29,8,955
55,2016-04-19 11:38:38,5,470
56,2013-06-07 22:28:33,1,986
57,2017-10-18 06:21:24,1,801
58,2018-08-09 17:23:06,3,237
59,2018-06-08 14:57:53,2,153
60,2011-02-14 18:25:36,10,872
61,2016-11-08 21:21:36,5,912
62,2014-09-25 02:13:47,10,820
63,2010-08-25 20:39:33,4,177
64,2002-03-10 03:35:20,8,91
65,2009-03-22 22:33:23,3,717
66,2011-05-08 15:35:36,7,188
67,2002-04-24 03:15:19,10,535
68,2017-02-09 19:10:15,8,902
69,2011-10-05 11:33:29,10,214
70,2009-06-01 13:21:04,3,532
71,2008-08-25 21:52:58,1,153
72,2012-10-02 20:11:08,4,458
73,2002-12-21 12:19:50,7,496
74,2012-09-26 07:20:24,7,747
75,2005-12-22 13:44:32,9,542
76,2015-06-17 06:37:20,5,945
77,2001-09-21 04:41:43,7,959
78,2012-01-21 19:44:19,9,496
79,2011-03-21 00:31:56,1,451
80,2001-05-06 23:54:57,6,426
81,2017-06-26 21:08:26,8,459
82,2013-12-21 01:15:13,5,503
83,2016-03-16 12:04:51,1,335
84,2007-03-13 13:08:36,8,881
85,2008-09-17 19:58:44,9,557
86,2015-01-27 08:48:45,2,184
87,2018-07-01 08:00:53,2,228
88,2000-10-10 19:07:38,8,856
89,2005-03-14 00:40:28,8,521
90,2008-12-12 00:34:25,3,969
91,2017-09-18 18:54:09,5,914
92,2017-05-23 22:53:34,9,944
93,2000-12-21 23:59:13,6,177
94,2007-05-14 13:51:08,4,16
95,2010-03-24 04:58:28,1,33
96,2009-10-08 23:04:36,8,771
97,2014-02-19 18:49:03,2,307
98,2011-10-05 01:51:20,9,951
99,2000-12-06 13:44:03,6,151
100,2003-04-27 08:29:37,8,704
101,2015-06-03 20:13:54,1,576
102,2005-11-09 14:28:19,7,768
103,2011-12-23 04:21:02,7,13
104,2000-10-18 10:09:04,1,905
105,2015-07-13 01:03:10,5,109
106,2006-03-12 17:47:46,1,198
107,2007-11-17 05:43:04,5,759
108,2000-07-26 15:50:26,3,219
109,2013-06-02 02:17:48,8,616
110,2009-02-02 14:51:31,6,643
111,2018-11-02 17:02:09,6,948
112,2010-09-22 20:07:38,1,647
113,2018-02-05 03:00:01,7,33
114,2000-03-06 11:06:00,6,20
115,2002-01-18 10:11:30,2,724
116,2005-03-07 07:15:59,3,229
117,2005-09-20 01:33:57,4,310
118,2003-12-05 08:32:55,9,644
119,2008-09-17 21:40:14,4,24
120,2002-10-15 09:19:09,4,712
121,2014-12-13 00:47:12,3,148
122,2012-03-15 03:31:59,1,288
123,2016-12-14 12:24:00,7,847
124,2012-09-19 15:08:29,1,470
125,2008-04-08 00:22:02,5,555
126,2011-07-14 05:33:06,4,79
127,2017-04-08 09:16:04,3,893
128,2010-08-01 21:17:49,1,406
129,2002-06-24 09:38:06,4,523
130,2009-01-06 20:20:26,5,94
131,2011-08-09 06:03:56,6,498
132,2009-04-19 22:48:27,3,942
133,2009-02-01 03:12:00,7,227
134,2002-03-18 19:10:03,7,866
135,2004-05-21 18:35:23,9,642
136,2013-04-12 01:11:32,4,853
137,2018-05-26 07:26:42,8,351
138,2004-05-03 19:40:32,7,561
139,2013-06-25 06:05:28,3,616
140,2014-07-10 19:04:35,4,262
141,2004-02-28 09:23:12,10,511
142,2010-02-24 00:35:26,4,920
143,2000-09-23 14:56:55,4,867
144,2003-02-17 06:03:00,4,725
145,2011-10-08 07:24:41,3,716
146,2011-07-13 18:12:27,7,534
147,2014-01-16 09:19:46,3,66
148,2004-06-24 20:15:14,9,943
149,2014-02-08 19:00:09,5,841
150,2007-06-23 02:03:57,1,734
151,2011-04-08 13:03:05,8,679
152,2003-03-23 14:41:28,2,358
153,2001-05-06 06:07:09,1,744
154,2003-09-18 04:05:33,8,835
155,2018-09-19 12:50:53,1,912
156,2009-06-14 09:24:57,3,625
157,2013-09-27 21:45:35,5,51
158,2014-12-23 08:49:15,2,667
159,2018-02-23 03:34:17,2,607
160,2004-02-24 17:09:36,8,310
161,2017-06-27 03:10:10,9,935
162,2013-05-13 01:56:16,6,761
163,2016-09-16 13:39:50,2,745
164,2004-12-20 08:39:05,5,441
165,2008-11-26 03:22:07,3,478
166,2001-02-09 01:22:06,6,948
