
9,3891
5,591
8,326
3,234
7,451
4,1385
5,382
4,958
2,705
7,2631
6,3876
7,2275
2,3121
2,4043
5,3932
6,4579
6,3464
6,1821
7,2966
3,3089
5,1374
9,3428
5,2508
7,285
6,486
7,2709
8,1863
3,655
1,2905
5,3351
2,35
5,1099
4,1027
4,4131
3,981
8,1934
4,764
9,4086
5,2328
5,2232
5,4495
5,619
7,2231
3,1763
4,4119
4,3439
9,3887
7,1782
8,837
1,510
4,4130
8,1221
3,1688
2,4848
2,25
5,4798
1,4079
3,41
6,2844
8,3454
4,1260
2,2154
6,554
3,4042
8,100
2,4044
7,2240
8,316
6,3245
5,4645
2,3928
1,125
3,4598
9,993
9,4943
5,4339
8,404
8,1520
9,4229
3,3267
4,3211
6,2098
1,2386
9,4870
1,983
6,1935
2,1254
2,4439
3,712
1,3821
9,3110
8,4690
2,1111
2,4972
8,845
3,1305
3,4951
6,2236
5,3151
3,4929
2,1242
5,1116
3,2686
6,3414
2,937
5,1777
1,510
8,1554
8,3519
1,293
8,250
4,1591
7,2157
5,2529
4,202
1,3411
3,1784
2,4691
4,2736
9,3870
2,2365
8,131
8,4112
4,2863
3,2137
4,3947
6,4468
7,957
6,2967
5,903
2,3818
9,3917
7,3597
7,4089
4,3608
9,3231
5,1778
5,1826
9,3623
7,3703
6,4990
7,2089
1,979
8,2798
1,3074
5,2331
3,3271
3,1888
3,3982
7,3213
7,3637
7,2175
4,400
2,1402
4,113
1,4170
4,3987
9,1834
3,2466
5,1377
5,4142
1,4784
5,554
2,3812
6,420
8,3443
3,2155
7,1518
5,4339
9,1379
4,3771
9,2744
8,4914
6,2343
1,381
5,1275
3,3059
2,2742
6,4835
7,9
5,3320
2,4177
1,4713
7,2745
5,3139
4,4192
2,4507
4,807
7,4830
8,2080
1,3614
8,3500
6,2463
1,277
4,977
6,3083
6,2254
7,240
1,647
7,2904
6,2250
6,319
4,2748
9,4732
5,4250
1,1143
1,2303
6,1816
2,2074
1,2245
9,703
9,490
6,2517
4,3366
8,2179
1,2804
8,2192
3,4432
8,3287
9,1268
7,4614
4,1784
7,3451
9,636
8,2440
7,4610
5,4407
7,502
4,3120
2,1681
4,1825
2,1806
3,4487
6,1613
5,430
5,2312
4,1414
5,1197
6,3310
9,1959
2,3723
4,3755
4,4452
9,1702
8,3174
4,99
8,880
2,3148
4,2509
9,886
9,1336
4,1196
6,4812
4,2591
2,1954
7,3700
2,2073
3,4660
7,3039
4,992
7,176
3,305
8,4876
8,2374
8,1724
9,4261
6,3643
7,813
7,2483
9,959
1,3240
7,4688
4,2699
9,32
6,3854
9,435
2,688
