
1,4308
9,2585
6,2017
10,4389
5,4656
2,3715
1,2285
6,326
8,893
10,1399
7,848
3,1794
9,4017
3,3302
4,4494
4,381
4,2486
10,3207
9,954
6,1891
10,1221
7,1221
5,3373
1,319
5,148
6,2887
3,4404
10,1541
2,333
4,426
8,1643
4,2350
3,216
2,4822
7,1190
2,1707
10,1609
7,1117
4,54
2,3566
7,389
6,2022
9,2643
8,2198
9,41
10,2845
1,3145
2,4437
5,1539
5,1728
6,3269
5,2335
5,2692
2,4805
7,3633
10,3963
6,2358
4,4980
1,1114
9,2884
5,1037
8,4977
4,2043
9,3739
6,3850
10,1146
7,4259
1,1521
8,1017
10,628
7,1109
9,4394
8,657
6,3974
2,4014
6,1898
1,2541
3,3664
3,4445
9,1711
6,1178
6,1898
8,1444
8,3062
1,775
7,1004
7,1427
7,3544
1,870
9,4784
1,3310
8,3938
6,3951
4,3290
9,2373
3,2446
1,2948
7,3376
8,3948
7,2294
1,2373
5,1840
6,4875
1,1001
3,2900
3,1106
4,4143
6,83
3,3505
9,72
6,2105
5,4143
10,3377
7,55
7,3506
8,703
2,2299
9,2935
1,4318
9,1188
5,3521
1,4207
8,1718
9,746
8,4529
2,2507
9,3040
3,2234
2,3358
9,2221
10,319
9,3681
10,4012
10,3535
1,1300
3,3341
6,2617
3,4709
2,4276
7,2810
10,4628
1,4909
6,2395
1,2087
7,2913
4,29
8,2786
2,4131
8,3272
3,2555
3,3966
3,2845
3,1168
3,1249
8,2508
3,272
1,4178
8,724
4,3218
2,824
9,263
10,4893
1,401
7,2731
5,579
4,4738
5,2325
6,4361
2,4651
3,581
2,2332
6,2649
2,1534
2,2975
4,669
3,2844
3,890
6,1465
10,2559
1,1575
1,365
2,548
2,4224
5,4904
1,4966
8,2686
3,4639
5,4039
9,3116
9,1304
8,2762
7,4170
2,1297
3,2029
4,3716
2,3274
2,1635
9,3941
2,2000
8,2521
6,4736
2,3554
10,1601
4,1029
10,4709
2,920
5,4287
7,4735
8,4846
9,4319
6,1178
9,4404
7,177
3,4966
6,705
1,2496
9,1253
7,2002
7,959
1,1972
5,1635
4,4138
1,2479
7,4047
3,218
2,912
8,2138
6,1871
6,1090
5,2421
4,1718
2,2166
10,4459
7,4262
7,1259
5,1048
6,4955
1,465
9,1599
10,1480
1,3932
5,3708
10,2620
3,4571
4,2120
7,2852
5,2930
2,3361
10,3640
8,2522
2,515
4,1315
10,1658
6,2735
7,512
2,2149
3,550
5,4869
4,2146
6,1776
10,4697
2,719
10,4318
7,3601
1,4711
9,2719
9,3697
7,3038
5,2327
10,216
5,4562
2,4712
10,4853
9,325
6,3225
3,2499
5,2042
9,3878
1,113
3,2325
2,3254
1,3715
7,1140
8,4084
2,1911
2,3272
1,4346
4,4584
4,4800
8,3006
8,732
3,101
10,1361
2,2590
1,4819
9,3316
4,554
1,4850
3,1401
10,5000
7,152
8,3859
3,2888
8,719
4,587
5,341
4,2576
6,3891
8,4604
4,2452
10,971
4,4937
7,4612
10,2270
10,2047
4,3769
5,3749
2,1206
9,2046
2,4661
1,3137
10,3169
9,1676
4,2973
5,413
9,1872
5,33
2,1957
10,4645
3,964
7,2254
3,1541
1,3016
4,4009
1,4743
5,4772
9,3039
8,684
6,2843
5,336
10,4501
10,490
5,3811
3,1909
5,979
4,220
6,494
4,3597
5,2718
8,4383
5,3033
3,550
4,402
3,4116
5,4010
2,3495
2,1736
8,3292
3,4929
4,554
8,1424
2,4340
3,3539
6,3526
4,1541
5,2934
8,4036
9,214
6,755
1,1191
8,858
2,1792
2,4662
6,1866
4,4504
1,4459
7,4921
5,1672
9,4559
3,1852
4,1173
1,3821
8,4679
9,1903
5,1894
3,3379
9,3091
2,4155
4,1028
6,3210
4,3780
7,458
10,4226
4,1431
2,3847
7,4979
5,2314
4,223
10,3402
6,2327
10,3294
10,4284
3,4
9,4750
8,4176
3,4649
8,3462
8,1801
10,4121
4,3268
7,1526
9,1266
3,3790
3,3359
8,4023
4,4526
2,821
3,4703
7,2703
10,910
4,4294
6,882
5,2366
8,2586
8,490
1,2345
4,4909
1,3392
7,338
8,1456
5,3223
1,4673
7,4492
5,4358
10,528
8,4519
7,2739
4,3755
4,4086
7,3819
1,4391
9,2011
6,3356
9,963
3,861
3,2091
5,2944
4,626
7,2706
4,1906
1,3227
1,3517
9,3697
4,1903
2,471
5,2039
7,4796
5,664
5,4026
7,1274
10,1578
1,2051
7,1542
4,3427
6,2425
2,3570
9,4694
1,2378
8,372
4,216
7,4743
3,870
7,1084
5,2837
4,2633
7,451
6,368
8,672
5,383
5,2517
8,3972
5,4020
10,4535
3,4539
3,2614
9,2244
6,2345
3,2162
2,4060
8,1673
5,4295
10,3294
1,3381
8,4910
2,640
3,1380
9,1064
9,2999
7,4528
4,1859
3,4172
9,1790
9,268
7,896
2,4205
1,374
2,3143
9,479
8,3004
9,1232
1,1647
2,2541
5,582
7,4936
4,782
5,2664
8,2156
4,2540
8,2185
7,2299
4,15
2,3692
9,2702
3,3600
6,941
8,3203
